Td		ID		Tj		Df		Dd		Db
431		2839		393		2		36		38

431		2907		422		0		9		9

431		906		422		0		9		9

431		851		397		0		34		34

432		2886		411		5		16		21

433		2908		422		0		11		11

433		867		401		0		32		32

434		912		426		0		8		8

436		2890		420		1		15		16

436		2913		426		0		10		10

437		2916		426		0		11		11

437		2914		426		1		10		11

437		2923		430		0		7		7

437		882		407		0		30		30

438		2323		155		0		283		283

439		2313		153		0		286		286

439		2918		430		0		9		9

440		2649		313		0		127		127

440		901		421		0		19		19

440		922		430		0		10		10

441		2928		435		0		6		6

441		927		435		0		6		6

442		2921		430		0		12		12

442		2922		430		0		12		12

442		908		422		1		19		20

442		924		430		0		12		12

443		2931		437		0		6		6

443		2470		228		0		215		215

443		2935		437		0		6		6

443		892		420		0		23		23

443		893		420		0		23		23

443		898		421		0		22		22

444		936		437		0		7		7

445		2411		200		0		245		245

445		904		422		1		22		23

445		938		437		0		8		8

446		933		437		0		9		9

447		2938		442		0		5		5

448		2363		179		0		269		269

448		2942		442		0		6		6

448		915		426		1		21		22

448		910		422		1		25		26

449		2939		442		0		7		7

449		2951		445		0		4		4

450		2264		133		0		317		317

450		2418		204		0		246		246

450		2956		446		0		4		4

450		942		442		0		8		8

451		2360		179		0		272		272

452		2357		179		0		273		273

452		2953		446		0		6		6

452		2422		206		32		214		246

452		958		446		0		6		6

453		2423		206		33		214		247

453		2665		326		0		127		127

453		946		445		0		8		8

454		2961		449		0		5		5

454		2589		281		0		173		173

454		945		442		0		12		12

454		954		446		0		8		8

455		2940		442		0		13		13

455		2365		180		0		275		275

457		931		435		1		21		22

459		2972		456		0		3		3

459		920		430		1		28		29

459		914		426		1		32		33

460		2944		442		0		18		18

460		944		442		1		17		18

461		2966		456		0		5		5

461		935		437		1		23		24

462		2949		445		0		17		17

462		2958		446		0		16		16

462		2982		458		0		4		4

463		2978		457		0		6		6

463		2981		458		0		5		5

463		2974		457		0		6		6

464		2977		457		0		7		7

464		2600		286		0		178		178

464		2969		456		0		8		8

464		2432		210		0		254		254

464		986		458		0		6		6

465		913		426		1		38		39

465		928		435		0		30		30

465		925		435		0		30		30

466		2992		461		1		4		5

466		951		445		1		20		21

466		985		458		0		8		8

466		983		458		0		8		8

467		2962		449		0		18		18

467		963		449		1		17		18

468		2429		210		0		258		258

468		956		446		1		21		22

468		974		457		0		11		11

469		2994		465		0		4		4

470		2997		465		0		5		5

470		2510		243		0		227		227

471		2346		161		22		288		310

471		2995		465		0		6		6

472		3003		467		0		5		5

472		953		446		1		25		26

473		989		461		0		12		12

474		2515		244		0		230		230

475		2986		458		0		17		17

476		3008		470		0		6		6

476		3009		470		0		6		6

476		3017		471		0		5		5

476		977		457		1		18		19

476		980		457		1		18		19

477		2984		458		0		19		19

477		3021		471		0		6		6

477		984		458		1		18		19

478		2990		461		0		17		17

478		3016		471		0		7		7

478		988		461		1		16		17

479		2376		186		0		293		293

480		3024		472		0		8		8

480		3025		472		0		8		8

480		992		461		1		18		19

480		1008		467		0		13		13

480		1024		472		0		8		8

481		949		445		1		35		36

481		1036		475		0		6		6

481		1027		472		0		9		9

482		2996		465		0		17		17

482		3035		475		0		7		7

483		3034		475		1		7		8

483		1011		470		1		12		13

483		999		465		1		17		18

483		990		461		0		22		22

483		1028		472		0		11		11

484		1032		475		0		9		9

485		3004		467		0		18		18

485		1003		467		1		17		18

485		1043		480		0		5		5

486		3011		470		0		16		16

486		2439		214		0		272		272

486		3040		480		0		6		6

487		3013		470		0		17		17

487		3027		472		1		14		15

487		1000		465		1		21		22

487		1006		467		1		19		20

487		1030		475		0		12		12

488		1044		483		0		5		5

490		1056		484		0		6		6

490		1047		483		0		7		7

491		3046		483		0		8		8

491		1014		470		1		20		21

492		2447		218		0		274		274

493		3043		483		0		10		10

494		3054		484		0		10		10

494		1053		484		0		10		10

495		3059		486		0		9		9

495		1073		488		0		7		7

496		3063		486		0		10		10

496		3056		484		0		12		12

496		3036		480		0		16		16

497		3069		487		0		10		10

497		1062		486		0		11		11

499		3053		484		1		14		15

499		3067		487		0		12		12

499		3050		484		0		15		15

499		3045		483		0		16		16

499		1085		490		0		9		9

499		1087		492		0		7		7

500		3078		490		1		9		10

500		2451		220		0		280		280

500		1088		492		0		8		8

Battle result: Draw

 For Earth Army :
Total number of ES 283
Total number of ET 367
Total number of EG 399
Total number of HU 50
percentage of destructed ES relative to their total 92.5795
percentage of destructed ET relative to their total 74.3869
percentage of destructed EG relative to their total 5.51378
percentage of total destructed Earth units relative to their total 53.0982
Average of Df for Earth army units 0.371963
Average of Dd for Earth army units 18.7458
Average of Db for Earth army units 19.1178
Df/Db percentage for Earth army 0.0194564
Dd/Db percentage for Earth army 0.980544
For Alien Army :
Total number of AS 174
Total number of AM 328
Total number of AD 597
percentage of destructed AS relative to their total 98.2759
percentage of destructed AM relative to their total 95.122
percentage of destructed AD relative to their total 37.5209
percentage of total destructed Alien units relative to their total 64.3312
Average of Df for Alien army units 1.08204
Average of Dd for Alien army units 47.4356
Average of Db for Alien army units 48.5177
Df/Db percentage for Alien army 0.0223019
Dd/Db percentage for Alien army 0.977698
